values,id
-3.75,Bolivar County
-0.95,Calhoun County
0.42,Carroll County
-6.58,Chickasaw County
0.85,Claiborne County
-6.57,Clarke County
5.57,Clay County
-5.55,Coahoma County
3.95,Copiah County
-0.73,Covington County
-1.12,DeSoto County
-5.18,Forrest County
2.31,George County
1.24,Greene County
1.58,Grenada County
-2.93,Hancock County
1.51,Harrison County
0.17,Hinds County
-3.77,Holmes County
-0.55,Humphreys County
-4.48,Itawamba County
-0.4,Jackson County
5.53,Jasper County
-0.87,Jefferson Davis County
-2.42,Jones County
-19.86,Kemper County
-4.35,Lafayette County
-1.96,Lamar County
1.81,Lauderdale County
-8.08,Lawrence County
-3.75,Leake County
-6.25,Lee County
0.35,Leflore County
-0.85,Lincoln County
1.04,Lowndes County
-0.18,Madison County
1.29,Marion County
5.75,Marshall County
-3.3,Monroe County
0.14,Montgomery County
-1.44,Neshoba County
-3.38,Newton County
-3.91,Noxubee County
-11.12,Oktibbeha County
-2.22,Panola County
0,Pearl River County
-6.48,Perry County
-9.02,Pike County
-3.04,Pontotoc County
-4.26,Prentiss County
-23.43,Quitman County
-5.59,Rankin County
2.4,Scott County
-3.13,Simpson County
1.52,Smith County
1.88,Stone County
-6.83,Sunflower County
-5.41,Tallahatchie County
-1.74,Tate County
-4.65,Tippah County
-2.12,Tishomingo County
-3.7,Tunica County
0.48,Union County
-5.02,Walthall County
0.01,Warren County
1.67,Washington County
-0.12,Wayne County
-6.78,Webster County
-4.38,Wilkinson County
-0.34,Winston County
-5.45,Yalobusha County
2.54,Yazoo County
0.36,Adair County
-14.01,Andrew County
0.72,Audrain County
0.24,Barry County
-2.29,Barton County
-0.96,Bates County
3.27,Benton County
-24.27,Bollinger County
-0.18,Boone County
-0.03,Buchanan County
3.26,Butler County
0.97,Caldwell County
0.61,Callaway County
0.25,Camden County
-6.35,Cape Girardeau County
0.42,Carroll County
-3.64,Cass County
1.91,Cedar County
-23.67,Chariton County
-6.88,Christian County
-0.27,Clark County
5.57,Clay County
-2.18,Clinton County
-0.93,Cole County
-0.6,Cooper County
-2.3,Crawford County
-3.99,Dade County
-5.48,Dallas County
-1.85,Daviess County
-0.64,DeKalb County
2.25,Dent County
-3.64,Douglas County
1.04,Dunklin County
-0.94,Franklin County
-2.85,Gasconade County
1.24,Greene County
-2.66,Grundy County
1.51,Harrison County
2.19,Henry County
-3.36,Hickory County
1.4,Howard County
0.03,Howell County
1.57,Iron County
-0.4,Jackson County
5.53,Jasper County
0.72,Jefferson County
4.29,Johnson County
1.62,Laclede County
-4.35,Lafayette County
-8.08,Lawrence County
-0.82,Lewis County
-0.85,Lincoln County
3.98,Linn County
-2.08,Livingston County
0.24,Macon County
-0.18,Madison County
-6.3,Maries County
1.29,Marion County
1.39,McDonald County
-4.14,Miller County
1.97,Mississippi County
0.76,Moniteau County
-3.3,Monroe County
0.14,Montgomery County
2.39,Morgan County
8.23,New Madrid County
-3.38,Newton County
-3.63,Nodaway County
0.02,Oregon County
-1.39,Osage County
-10.7,Ozark County
-0.02,Pemiscot County
-6.48,Perry County
2.09,Pettis County
-0.12,Phelps County
-9.02,Pike County
-3.78,Platte County
-0.89,Polk County
-0.25,Pulaski County
-22.48,Ralls County
0.45,Randolph County
3.79,Ray County
-2.22,Ripley County
-4.53,Saline County
2.4,Scott County
-9.56,Shannon County
3.98,St. Charles County
0.24,St. Clair County
-4.79,St. Francois County
-3.51,St. Louis
-3.79,St. Louis County
-3.85,Ste. Genevieve County
-1.29,Stoddard County
1.88,Stone County
5.58,Sullivan County
11.33,Taney County
2.99,Texas County
-2.42,Vernon County
0.01,Warren County
1.67,Washington County
-0.12,Wayne County
-6.78,Webster County
-1.88,Wright County
-6.65,Beaverhead County
-6.71,Big Horn County
-21,Blaine County
-17.69,Broadwater County
-3.74,Carbon County
-12.24,Cascade County
-2.13,Custer County
0.36,Dawson County
-15.12,Deer Lodge County
-7.86,Fergus County
-7.77,Flathead County
-8.42,Gallatin County
-19.58,Glacier County
-1.53,Hill County
0.72,Jefferson County
-4.2,Lake County
-6.21,Lewis and Clark County
-0.85,Lincoln County
-0.18,Madison County
-2.88,Missoula County
-8.05,Park County
0.75,Powell County
-4.11,Ravalli County
-3.69,Richland County
-8.41,Roosevelt County
-16.91,Rosebud County
-16.67,Sanders County
-0.51,Silver Bow County
-16.86,Stillwater County
-25.52,Valley County
1.36,Yellowstone County
-0.29,Adams County
-7.98,Box Butte County
-1.99,Buffalo County
-34.52,Burt County
3.26,Butler County
-3.64,Cass County
1.91,Cedar County
-7.59,Cheyenne County
5.57,Clay County
-1.72,Colfax County
-10.88,Cuming County
-2.13,Custer County
0.46,Dakota County
-13.27,Dawes County
0.36,Dawson County
6.06,Deuel County
-14.32,Dixon County
-5.79,Dodge County
-3.64,Douglas County
-10.93,Fillmore County
0.89,Gage County
2.23,Hall County
2.02,Hamilton County
-5.59,Holt County
1.4,Howard County
0.72,Jefferson County
-11,Kearney County
-4.49,Keith County
0.08,Knox County
1.69,Lancaster County
-0.85,Lincoln County
-0.18,Madison County
-17.89,Merrick County
-21.64,Nemaha County
2.71,Otoe County
-0.12,Phelps County
-1.55,Pierce County
-3.78,Platte County
-0.89,Polk County
-6.87,Red Willow County
-4.79,Richardson County
-4.53,Saline County
7.29,Sarpy County
-4.02,Saunders County
-2.15,Scotts Bluff County
-2.87,Seward County
-8,Stanton County
-4.4,Thurston County
1.67,Washington County
-0.12,Wayne County
0.86,York County
-7.27,Carson City
-0.32,Churchill County
-0.27,Clark County
-3.64,Douglas County
3.88,Elko County
-2.99,Humboldt County
-27.37,Lander County
-3.13,Lyon County
-7.38,Mineral County
-14.5,Nye County
-8.81,Pershing County
-37.38,Storey County
-6.75,Washoe County
0.6,White Pine County
-4.42,Belknap County
0.42,Carroll County
-8.09,Cheshire County
-1.62,Coos County
-11.15,Grafton County
-5.4,Hillsborough County
-8.97,Merrimack County
8.13,Rockingham County
-6.26,Strafford County
5.58,Sullivan County
-6.45,Atlantic County
-6.69,Bergen County
-1.77,Burlington County
0.25,Camden County
-3.11,Cape May County
0.14,Cumberland County
-6.19,Essex County
3.31,Gloucester County
-13.24,Hudson County
-10.04,Hunterdon County
-5.84,Mercer County
-5.47,Middlesex County
-2.65,Monmouth County
-4.48,Morris County
-4.77,Ocean County
-4.4,Passaic County
-2.77,Salem County
-1.71,Somerset County
2.23,Sussex County
0.48,Union County
0.01,Warren County
-3.17,Bernalillo County
-16.82,Chaves County
-1.44,Cibola County
-1.72,Colfax County
-0.36,Curry County
-2.85,Doña Ana County
-0.8,Eddy County
3.33,Grant County
-1.05,Guadalupe County
-9.31,Hidalgo County
-5.58,Lea County
-0.85,Lincoln County
-20.51,Los Alamos County
-5.62,Luna County
4.98,McKinley County
-2.09,Otero County
2.95,Quay County
-2.35,Rio Arriba County
-8.41,Roosevelt County
-1.95,San Juan County
-5.27,San Miguel County
1.56,Sandoval County
-3.04,Santa Fe County
-2.81,Sierra County
-4.96,Socorro County
-12.97,Taos County
1.38,Torrance County
0.48,Union County
-1.86,Valencia County
-1.39,Albany County
-7.94,Allegany County
-10.85,Bronx County
0.63,Broome County
-4.41,Cattaraugus County
-4.68,Cayuga County
-2.34,Chautauqua County
-12.52,Chemung County
-1.4,Chenango County
-2.18,Clinton County
-3.08,Columbia County
-2.16,Cortland County
2.41,Delaware County
-2.5,Dutchess County
-1.31,Erie County
-6.19,Essex County
-0.94,Franklin County
-7.68,Fulton County
-1.44,Genesee County
1.24,Greene County
-6.88,Herkimer County
0.72,Jefferson County
-8.06,Kings County
-0.82,Lewis County
-2.08,Livingston County
-0.18,Madison County
-3.3,Monroe County
0.14,Montgomery County
-6.41,Nassau County
-25.22,New York County
-2.56,Niagara County
-7.18,Oneida County
-1.46,Onondaga County
-4.46,Ontario County
-5.89,Orange County
-11.32,Orleans County
-0.23,Oswego County
-6.75,Otsego County
-3.18,Putnam County
-9.6,Queens County
-6.7,Rensselaer County
-5.3,Richmond County
-2.32,Rockland County
-2.88,Saratoga County
-4.64,Schenectady County
-3.28,Schoharie County
-5.21,Schuyler County
-7.17,Seneca County
-3.96,St. Lawrence County
-4.77,Steuben County
-9.34,Suffolk County
5.58,Sullivan County
-4.07,Tioga County
-5.94,Tompkins County
0.64,Ulster County
0.01,Warren County
1.67,Washington County
-0.12,Wayne County
-8.42,Westchester County
-2.84,Wyoming County
-4.63,Yates County
3.49,Alamance County
1.6,Alexander County
-8.12,Alleghany County
2.65,Anson County
-3.67,Ashe County
-9.52,Avery County
-3.84,Beaufort County
13.32,Bertie County
-5.22,Bladen County
-0.24,Brunswick County
-5.06,Buncombe County
4.16,Burke County
-0.66,Cabarrus County
0.97,Caldwell County
0.25,Camden County
0.99,Carteret County
1.12,Caswell County
1.68,Catawba County
-3.96,Chatham County
7.32,Cherokee County
-0.48,Chowan County
5.57,Clay County
-2.41,Cleveland County
1.65,Columbus County
-3.34,Craven County
0.14,Cumberland County
-0.04,Currituck County
0.64,Dare County
-4.25,Davidson County
-2.04,Davie County
-2.82,Duplin County
-6.37,Durham County
1.35,Edgecombe County
2.02,Forsyth County
-0.94,Franklin County
4.39,Gaston County
-10.45,Gates County
1.55,Graham County
-1.95,Granville County
1.24,Greene County
-1.12,Guilford County
-1.8,Halifax County
1.66,Harnett County
4.04,Haywood County
3.67,Henderson County
-3.58,Hertford County
0.47,Hoke County
6.46,Iredell County
-0.4,Jackson County
-0.1,Johnston County
-2.42,Jones County
-6.25,Lee County
-1.06,Lenoir County
-0.85,Lincoln County
0.24,Macon County
-0.18,Madison County
-3.77,Martin County
2.49,McDowell County
-1.91,Mecklenburg County
-20.97,Mitchell County
0.14,Montgomery County
-1.3,Moore County
-0.23,Nash County
-6.57,New Hanover County
4.47,Northampton County
-4.47,Onslow County
-5.89,Orange County
1.12,Pamlico County
-2.44,Pasquotank County
-0.69,Pender County
-1.62,Perquimans County
0.57,Person County
-5.38,Pitt County
-0.89,Polk County
0.45,Randolph County
-5.3,Richmond County
-0.57,Robeson County
8.13,Rockingham County
3.51,Rowan County
2.38,Rutherford County
-0.2,Sampson County
-0.21,Scotland County
-0.27,Stanly County
-5.52,Stokes County
0.54,Surry County
-2.81,Swain County
-0.73,Transylvania County
0.48,Union County
-1.12,Vance County
-6.7,Wake County
0.01,Warren County
1.67,Washington County
-8.84,Watauga County
-0.12,Wayne County
-10.32,Wilkes County
-0.47,Wilson County
-1.38,Yadkin County
-3.83,Yancey County
-9.17,Barnes County
-24.96,Bottineau County
-6.37,Burleigh County
-3.64,Cass County
-4.67,Dunn County
-12.51,Grand Forks County
-10.74,McKenzie County
-7.18,McLean County
-5.84,Mercer County
-2.72,Morton County
-8.81,Mountrail County
-6.55,Pembina County
-4.53,Ramsey County
-9,Ransom County
-3.69,Richland County
-25.3,Rolette County
4.9,Stark County
-5.97,Stutsman County
-15.23,Traill County
-15.98,Walsh County
0.31,Ward County
-3.27,Williams County
-0.29,Adams County
-0.75,Allen County
-3.91,Ashland County
3.03,Ashtabula County
-10.72,Athens County
-2.66,Auglaize County
-3.81,Belmont County
-6,Brown County
3.26,Butler County
0.42,Carroll County
-1.24,Champaign County
-0.27,Clark County
5.83,Clermont County
-2.18,Clinton County
-3.33,Columbiana County
-2.07,Coshocton County
-2.3,Crawford County
-3.53,Cuyahoga County
-0.79,Darke County
-3.19,Defiance County
2.41,Delaware County
-1.31,Erie County
-0.99,Fairfield County
2.74,Fayette County
-0.94,Franklin County
-7.68,Fulton County
-2.73,Gallia County
-3.17,Geauga County
1.24,Greene County
-4.61,Guernsey County
2.02,Hamilton County
-2.93,Hancock County
-10.34,Hardin County
1.51,Harrison County
2.19,Henry County
-2.6,Highland County
2.97,Hocking County
-3.77,Holmes County
-3.69,Huron County
-0.4,Jackson County
0.72,Jefferson County
0.08,Knox County
-4.2,Lake County
-8.08,Lawrence County
-1.6,Licking County
1.79,Logan County
1.17,Lorain County
2.27,Lucas County
-0.18,Madison County
0.44,Mahoning County
1.29,Marion County
-11.28,Medina County
-4.92,Meigs County
-5.84,Mercer County
-0.75,Miami County
-3.3,Monroe County
0.14,Montgomery County
2.39,Morgan County
-0.81,Morrow County
-4.86,Muskingum County
-5.14,Noble County
6.23,Ottawa County
-6.92,Paulding County
-6.48,Perry County
-3.11,Pickaway County
-9.02,Pike County
-6.79,Portage County
-0.72,Preble County
-3.18,Putnam County
-3.69,Richland County
-0.32,Ross County
-2.77,Sandusky County
-2.99,Scioto County
-7.17,Seneca County
2.11,Shelby County
4.9,Stark County
-18.31,Summit County
4.5,Trumbull County
-4.38,Tuscarawas County
0.48,Union County
-1.46,Van Wert County
-20.8,Vinton County
0.01,Warren County
1.67,Washington County
-0.12,Wayne County
-3.27,Williams County
-5.87,Wood County
-2,Wyandot County
0.36,Adair County
0.14,Atoka County
1.48,Beckham County
-21,Blaine County
-0.92,Bryan County
1.39,Caddo County
-1.5,Canadian County
4.65,Carter County
7.32,Cherokee County
-1.58,Choctaw County
-2.41,Cleveland County
3.29,Comanche County
-11.33,Cotton County
8.69,Craig County
-4.2,Creek County
-2.13,Custer County
2.41,Delaware County
-2.97,Garfield County
-7.29,Garvin County
-2.45,Grady County
-31,Greer County
-3.22,Haskell County
-5.27,Hughes County
-0.4,Jackson County
0.72,Jefferson County
-0.1,Johnston County
3.64,Kay County
-8.52,Kingfisher County
-1.87,Kiowa County
-5.99,Latimer County
-0.72,Le Flore County
-0.85,Lincoln County
1.79,Logan County
-4.45,Love County
-14.95,Major County
5.75,Marshall County
1.12,Mayes County
-2.29,McClain County
-0.13,McCurtain County
4.01,McIntosh County
0.07,Murray County
-1.3,Muskogee County
-5.14,Noble County
-18.57,Nowata County
-10.23,Okfuskee County
-1.2,Oklahoma County
-0.64,Okmulgee County
-1.39,Osage County
6.23,Ottawa County
-5.25,Pawnee County
-10.88,Payne County
-3.82,Pittsburg County
-3.04,Pontotoc County
-9.24,Pottawatomie County
2.51,Pushmataha County
-3.73,Rogers County
-2.84,Seminole County
0.93,Sequoyah County
-0.05,Stephens County
2.99,Texas County
-10.45,Tillman County
-0.25,Tulsa County
1.27,Wagoner County
1.67,Washington County
-14.44,Washita County
-1.84,Woods County
-1.29,Woodward County
-1.14,Baker County
3.27,Benton County
-4.66,Clackamas County
-3.93,Clatsop County
-3.08,Columbia County
-1.62,Coos County
-5.63,Crook County
-0.36,Curry County
-6.78,Deschutes County
-3.64,Douglas County
3.33,Grant County
-5.35,Harney County
3.26,Hood River County
-0.4,Jackson County
0.72,Jefferson County
1.25,Josephine County
0.63,Klamath County
-4.2,Lake County
-5.03,Lane County
-0.85,Lincoln County
3.98,Linn County
1.63,Malheur County
1.29,Marion County
-0.81,Morrow County
-8.54,Multnomah County
-0.89,Polk County
-8.62,Sherman County
3.12,Tillamook County
1.18,Umatilla County
0.48,Union County
-22.49,Wallowa County
-3.81,Wasco County
1.67,Washington County
-10.76,Yamhill County
-0.29,Adams County
-9.62,Allegheny County
-6.98,Armstrong County
-5.71,Beaver County
-11.67,Bedford County
1.74,Berks County
-15.08,Blair County
-2.17,Bradford County
-1.74,Bucks County
3.26,Butler County
-6.62,Cambria County
-3.74,Carbon County
-8.86,Centre County
-5.98,Chester County
-6.03,Clarion County
-8.64,Clearfield County
-2.18,Clinton County
-3.08,Columbia County
-2.3,Crawford County
0.14,Cumberland County
-6.18,Dauphin County
2.41,Delaware County
-5.24,Elk County
-1.31,Erie County
2.74,Fayette County
-0.94,Franklin County
-7.68,Fulton County
1.24,Greene County
-2.96,Huntingdon County
-6.4,Indiana County
0.72,Jefferson County
-11.22,Juniata County
-1.18,Lackawanna County
1.69,Lancaster County
-8.08,Lawrence County
-9.97,Lebanon County
-0.52,Lehigh County
-2.46,Luzerne County
-9.25,Lycoming County
-2.2,McKean County
-5.84,Mercer County
-3.57,Mifflin County
-3.3,Monroe County
0.14,Montgomery County
-13.63,Montour County
4.47,Northampton County
-5.57,Northumberland County
-6.48,Perry County
-11.67,Philadelphia County
-9.02,Pike County
0.96,Potter County
-9.9,Schuylkill County
-7.77,Snyder County
-1.71,Somerset County
5.58,Sullivan County
-2.46,Susquehanna County
-4.07,Tioga County
0.48,Union County
-13.15,Venango County
0.01,Warren County
1.67,Washington County
-0.12,Wayne County
1.81,Westmoreland County
-2.84,Wyoming County
0.86,York County
-6.87,Bristol County
-4.02,Kent County
-4.83,Newport County
-2.51,Providence County
1.67,Washington County
-3.18,Abbeville County
-0.47,Aiken County
-12.17,Allendale County
1.92,Anderson County
0.13,Bamberg County
-2.66,Barnwell County
-3.84,Beaufort County
-4.89,Berkeley County
-0.95,Calhoun County
-8.61,Charleston County
7.32,Cherokee County
-5.98,Chester County
2.04,Chesterfield County
-0.69,Clarendon County
1.41,Colleton County
-8.38,Darlington County
-3.48,Dillon County
0.8,Dorchester County
-4.11,Edgefield County
-0.99,Fairfield County
-3.76,Florence County
6.34,Georgetown County
-2.16,Greenville County
-2.58,Greenwood County
-2.01,Hampton County
2.02,Horry County
5.53,Jasper County
-5.65,Kershaw County
1.69,Lancaster County
-1.13,Laurens County
-6.25,Lee County
1.37,Lexington County
1.29,Marion County
1.31,Marlboro County
-12.94,McCormick County
-0.32,Newberry County
-2.16,Oconee County
-0.44,Orangeburg County
-0.38,Pickens County
-3.69,Richland County
-4.51,Saluda County
1.11,Spartanburg County
-7.16,Sumter County
0.48,Union County
-0.42,Williamsburg County
0.86,York County
-9.56,Beadle County
-21,Bon Homme County
-7.82,Brookings County
-6,Brown County
-32.19,Brule County
-7.14,Butte County
-33.51,Charles Mix County
5.57,Clay County
-5.64,Codington County
-2.13,Custer County
-3.17,Davison County
-43,Dewey County
-18.45,Fall River County
3.33,Grant County
-23.83,Hamlin County
-5.27,Hughes County
-0.76,Hutchinson County
-19.8,Kingsbury County
-4.2,Lake County
-8.08,Lawrence County
-0.85,Lincoln County
-17.13,McCook County
-1.71,Meade County
0.95,Minnehaha County
-11.14,Moody County
-25.98,Oglala Lakota County
5.21,Pennington County
-12.16,Roberts County
-6.96,Todd County
0.97,Turner County
0.48,Union County
-1.3,Walworth County
-2.73,Yankton County
1.92,Anderson County
-11.67,Bedford County
3.27,Benton County
-14.17,Bledsoe County
1.31,Blount County
-2.8,Bradley County
3.66,Campbell County
1.56,Cannon County
0.42,Carroll County
4.65,Carter County
2.08,Cheatham County
-5.98,Chester County
0.85,Claiborne County
5.57,Clay County
-0.84,Cocke County
-3.88,Coffee County
-4.09,Crockett County
0.14,Cumberland County
-4.25,Davidson County
-2.3,Decatur County
-0.64,DeKalb County
-2.98,Dickson County
-1.56,Dyer County
2.74,Fayette County
1.88,Fentress County
-0.94,Franklin County
-0.66,Gibson County
0.97,Giles County
-3.91,Grainger County
1.24,Greene County
-2.66,Grundy County
-3.04,Hamblen County
2.02,Hamilton County
-2.93,Hancock County
3.11,Hardeman County
-10.34,Hardin County
-0.28,Hawkins County
4.04,Haywood County
3.67,Henderson County
2.19,Henry County
-1.99,Hickman County
-1.57,Houston County
-0.55,Humphreys County
-0.4,Jackson County
0.72,Jefferson County
4.29,Johnson County
0.08,Knox County
1.81,Lauderdale County
-8.08,Lawrence County
-0.82,Lewis County
-0.85,Lincoln County
-0.87,Loudon County
0.24,Macon County
-0.18,Madison County
1.29,Marion County
5.75,Marshall County
-5.37,Maury County
-6.85,McMinn County
-4.31,McNairy County
-4.92,Meigs County
-3.3,Monroe County
0.14,Montgomery County
-1.3,Moore County
2.39,Morgan County
0.34,Obion County
1.6,Overton County
-6.48,Perry County
-0.89,Polk County
-3.18,Putnam County
0.22,Rhea County
-5.35,Roane County
-0.42,Robertson County
2.38,Rutherford County
2.4,Scott County
0.51,Sequatchie County
11,Sevier County
2.11,Shelby County
1.52,Smith County
-0.62,Stewart County
5.58,Sullivan County
8.58,Sumner County
-1.83,Tipton County
-5.84,Trousdale County
1.67,Unicoi County
0.48,Union County
-2.17,Van Buren County
0.01,Warren County
1.67,Washington County
-0.12,Wayne County
-1.97,Weakley County
-0.84,White County
-3,Williamson County
-0.47,Wilson County
1.92,Anderson County
1.93,Andrews County
-9.01,Angelina County
-0.18,Aransas County
-13.32,Archer County
-5.37,Atascosa County
-2.52,Austin County
-6.93,Bailey County
-12.34,Bandera County
-2.83,Bastrop County
-5.59,Bee County
0.64,Bell County
-9.01,Bexar County
-17.14,Blanco County
-1.63,Bosque County
-3.27,Bowie County
-1.79,Brazoria County
-12.6,Brazos County
2.49,Brewster County
-3.85,Brooks County
-6,Brown County
-3.02,Burleson County
-0.73,Burnet County
0.97,Caldwell County
-0.95,Calhoun County
0.73,Callahan County
-10.42,Cameron County
-0.44,Camp County
-0.34,Carson County
-3.64,Cass County
-13.64,Castro County
-3,Chambers County
7.32,Cherokee County
-2.57,Childress County
5.57,Clay County
-8.33,Coke County
-5.59,Coleman County
-7.98,Collin County
-0.97,Colorado County
0.44,Comal County
3.29,Comanche County
-8.7,Cooke County
-0.22,Coryell County
-28.78,Crane County
-4.09,Crockett County
-12.82,Crosby County
-2.98,Culberson County
9.14,Dallam County
-5.48,Dallas County
0.36,Dawson County
-5.79,Deaf Smith County
-2.28,Denton County
-9.08,DeWitt County
-6.01,Dimmit County
8.5,Donley County
-7.3,Duval County
0,Eastland County
-2.23,Ector County
-6.59,El Paso County
0.66,Ellis County
-7.76,Erath County
0.89,Falls County
4.85,Fannin County
2.74,Fayette County
-1.8,Fort Bend County
-0.94,Franklin County
0.62,Freestone County
-4.25,Frio County
-2.23,Gaines County
3.08,Galveston County
-17.06,Garza County
-8.89,Gillespie County
-30.7,Goliad County
-11.98,Gonzales County
-2.84,Gray County
7.18,Grayson County
-1.63,Gregg County
-1.99,Grimes County
-1.05,Guadalupe County
-6.37,Hale County
2.23,Hall County
2.02,Hamilton County
3.11,Hardeman County
-10.34,Hardin County
-6.53,Harris County
1.51,Harrison County
-2,Hartley County
-3.22,Haskell County
-0.16,Hays County
3.67,Henderson County
-9.31,Hidalgo County
-1.53,Hill County
-5.19,Hockley County
-7.76,Hood County
-1.9,Hopkins County
-1.57,Houston County
1.4,Howard County
-5.52,Hunt County
-0.76,Hutchinson County
-14.71,Jack County
-0.4,Jackson County
5.53,Jasper County
0.72,Jefferson County
2.45,Jim Hogg County
-1.77,Jim Wells County
4.29,Johnson County
-2.42,Jones County
-15.59,Karnes County
-8.85,Kaufman County
-6.32,Kendall County
-0.27,Kerr County
16.19,Kimble County
-5.92,Kleberg County
-8.19,La Salle County
-1.96,Lamar County
-1.12,Lamb County
-4.72,Lampasas County
12.86,Lavaca County
-6.25,Lee County
-2.25,Leon County
-4.98,Liberty County
2.48,Limestone County
-5.07,Live Oak County
3.66,Llano County
-21.96,Loving County
-0.2,Lubbock County
-25.9,Lynn County
-0.18,Madison County
1.29,Marion County
-3.77,Martin County
-1.85,Matagorda County
-10.5,Maverick County
-0.34,McCulloch County
-3.08,McLennan County
-23.17,McMullen County
-11.28,Medina County
-5.93,Midland County
-4.47,Milam County
-20.97,Mitchell County
0.78,Montague County
0.14,Montgomery County
-1.3,Moore County
-4.48,Morris County
-5.2,Nacogdoches County
-3.11,Navarro County
-3.38,Newton County
2.18,Nolan County
0.69,Nueces County
-2.75,Ochiltree County
6.14,Oldham County
-5.89,Orange County
-6.56,Palo Pinto County
-2.22,Panola County
-3.05,Parker County
-2.32,Parmer County
2.19,Pecos County
-0.89,Polk County
0.96,Potter County
-19.41,Presidio County
-5.57,Rains County
-1.55,Randall County
-0.28,Reagan County
-4.02,Red River County
-4.93,Reeves County
-0.91,Refugio County
-0.42,Robertson County
-4.79,Rockwall County
-0.95,Runnels County
-2.45,Rusk County
-2.08,Sabine County
-28.32,San Augustine County
-7.99,San Jacinto County
0.38,San Patricio County
-6.93,San Saba County
-1.25,Scurry County
2.11,Shelby County
-8.62,Sherman County
1.52,Smith County
-3.49,Somervell County
-5.9,Starr County
-0.05,Stephens County
-27.42,Sutton County
-6.09,Swisher County
-7.12,Tarrant County
4.52,Taylor County
-3.22,Terry County
0.57,Titus County
-2.32,Tom Green County
-12.56,Travis County
-2.61,Trinity County
3.88,Tyler County
-3.15,Upshur County
-2.71,Upton County
-7.38,Uvalde County
-8.47,Val Verde County
-0.92,Van Zandt County
-8.4,Victoria County
-0.15,Walker County
2.54,Waller County
0.31,Ward County
1.67,Washington County
-10.06,Webb County
-1.79,Wharton County
-5.92,Wichita County
3.76,Wilbarger County
-8.08,Willacy County
-3,Williamson County
-0.47,Wilson County
14.38,Winkler County
-3.94,Wise County
-5.87,Wood County
-8.84,Yoakum County
-1.25,Young County
-5.13,Zapata County
-16.1,Zavala County
-5.71,Beaver County
1.68,Box Elder County
8.94,Cache County
-3.74,Carbon County
2.3,Davis County
0.33,Duchesne County
3.49,Emery County
-2.97,Garfield County
-11.21,Grand County
1.57,Iron County
2.38,Juab County
-0.65,Kane County
26.83,Millard County
2.39,Morgan County
-4.96,Salt Lake County
-1.95,San Juan County
-0.96,Sanpete County
11,Sevier County
-18.31,Summit County
0.52,Tooele County
-4.93,Uintah County
7.31,Utah County
-9.69,Wasatch County
1.67,Washington County
7.04,Weber County
-9.85,Addison County
-10.66,Bennington County
-10.32,Caledonia County
-8.77,Chittenden County
-6.19,Essex County
-0.94,Franklin County
-38.7,Grand Isle County
-18.58,Lamoille County
-5.89,Orange County
-11.32,Orleans County
-10.01,Rutland County
1.67,Washington County
-10.34,Windham County
-18.22,Windsor County
-1.59,Accomack County
-8.95,Albemarle County
-3.56,Alexandria
-8.12,Alleghany County
-9.78,Amelia County
-0.14,Amherst County
-3.57,Appomattox County
-17.8,Arlington County
6.54,Augusta County
-31.32,Bath County
-11.67,Bedford County
-8.48,Bland County
-5.75,Botetourt County
-3.08,Bristol
-0.24,Brunswick County
-0.03,Buchanan County
-3.7,Buckingham County
-22.98,Buena Vista
3.66,Campbell County
-9.39,Caroline County
0.42,Carroll County
-14.05,Charles City County
-2,Charlotte County
-17.24,Charlottesville
1.54,Chesapeake
2.04,Chesterfield County
-6.57,Clarke County
-7.22,Colonial Heights
-10.13,Covington
-2.85,Culpeper County
0.14,Cumberland County
-1.9,Danville
-11.56,Dickenson County
5.06,Dinwiddie County
-0.51,Emporia
-6.19,Essex County
-17.77,Fairfax
-9.43,Fairfax County
-20.35,Falls Church
-7.95,Fauquier County
-5.95,Floyd County
-9.78,Fluvanna County
1.44,Franklin
-0.94,Franklin County
-1.44,Frederick County
-14.66,Fredericksburg
0.57,Galax
0.97,Giles County
3.31,Gloucester County
-13.71,Goochland County
7.18,Grayson County
1.24,Greene County
-2.91,Greensville County
-1.8,Halifax County
1.04,Hampton
-4.69,Hanover County
-6.42,Harrisonburg
-3.85,Henrico County
2.19,Henry County
-2.56,Hopewell
-2.71,Isle of Wight County
-4.9,James City County
-15.14,King and Queen County
-11.1,King George County
-4.61,King William County
1.69,Lancaster County
-6.25,Lee County
-9.98,Lexington
-12.19,Loudoun County
-0.17,Louisa County
-2.63,Lunenburg County
-6.32,Lynchburg
-0.18,Madison County
-7.64,Manassas
-19.63,Manassas Park
-4.35,Martinsville
-19.58,Mathews County
-1.91,Mecklenburg County
-5.47,Middlesex County
0.14,Montgomery County
-4,Nelson County
-5.96,New Kent County
-1.15,Newport News
-3.93,Norfolk
4.47,Northampton County
-5.57,Northumberland County
-5.87,Norton
8.41,Nottoway County
-5.89,Orange County
-6.79,Page County
3.32,Patrick County
-3.22,Petersburg
0.57,Pittsylvania County
-6.61,Poquoson
-1.02,Portsmouth
-6.78,Powhatan County
-10.27,Prince Edward County
-3.64,Prince George County
-2.32,Prince William County
-0.25,Pulaski County
-12.64,Radford
-23.8,Rappahannock County
-0.73,Richmond
-5.3,Richmond County
-3.17,Roanoke
-4.04,Roanoke County
-8.8,Rockbridge County
8.13,Rockingham County
-1.77,Russell County
-4.61,Salem
